id,question,choices,answerKey
Mercury_7263708,Which atmospheric phenomena are created by the interaction of charged particles with Earth's magnetosphere?,"{'text': array(['auroras', 'tornadoes', 'rainbows', 'inversions'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
VASoL_2009_3_30,Which of these BEST describes the way a feather feels?,"{'text': array(['Colorful', 'Soft', 'Low', 'Bright'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
TIMSS_1995_8_Q13,A tight metal lid on a jar of pickles may loosen when it has been held in hot water. This is because the hot water causes the,"{'text': array(['glass jar to contract', 'metal lid to contract',
       'glass jar to expand more than the metal lid expands',
       'metal lid to expand more than the glass jar expands'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MDSA_2011_8_43,A scientist reads about an experiment conducted by a researcher.The scientist conducts the same experiment and collects data but this data contradicts what was published by the researcher. What should the scientist do since the data from the two experiments is contradictory?,"{'text': array(['Repeat the experiment to check the data collected.',
       'Contact the researcher who first performed the experiment.',
       'Contact the scientific journal that published the experiment.',
       'Disregard the data collected since the experiment was published.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_401321,The organisms that convert solar energy and raw materials into food are,"{'text': array(['producers.', 'consumers.', 'herbivores.', 'decomposers.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
TIMSS_2003_4_pg36,Large amounts of metals like iron and aluminum are found in,"{'text': array(['dead trees', 'water', 'animal bones', 'oil wells', 'rocks'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object)}",E
Mercury_7248395,Which of these occurs if myosin fails to bind to actin during muscle contraction?,"{'text': array(['The muscle cells will lose ATP.',
       'The muscle cells will remain relaxed.',
       'The muscle cells will produce lactic acid.',
       'The muscle cells will lose calcium ions.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7228060,How are cells able to produce the proteins required by certain conditions?,"{'text': array(['by synthesizing new genes', 'by altering existing genes',
       'by expressing existing genes', 'by mutating new genes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7228218,An organism's cells include organelles and a cell wall. In which taxonomic group or groups might the organism be classified?,"{'text': array(['plants only', 'bacteria or archaea', 'plants, fungi, or protists',
       'bacteria, fungi, or protists'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7247870,Which of these structures produces male gametes in humans?,"{'text': array(['testes', 'ovaries', 'scrotum', 'fallopian tube'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
NYSEDREGENTS_2007_8_26,The length of a year is equivalent to the time it takes for one,"{'text': array(['rotation of Earth', 'rotation of the Sun',
       'revolution of Earth around the Sun',
       'revolution of the Sun around Earth'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",3
VASoL_2011_5_32,Which of these organisms has cells with cell walls?,"{'text': array(['bluebird', 'A pine tree', 'A ladybug', 'A fox squirrel'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7083370,Which is the result of mitosis?,"{'text': array(['two identical nuclei', 'four unique cells', 'a decrease in genes',
       'a new protein'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_SC_400399,Which of these materials on the walls of a room would work best to keep sound from making an echo?,"{'text': array(['marble', 'carpet', 'wood', 'glass'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
MCAS_2004_8_16,The starch and water molecules in potato cells are stored in what organelle?,"{'text': array(['mitochondrion', 'nucleus', 'ribosome', 'vacuole'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2000_4_8,"Which animals live part of their lives in water and part on land, and go through metamorphosis?","{'text': array(['reptiles', 'amphibians', 'birds', 'mammals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NYSEDREGENTS_2006_4_22,A student puts two identical plants in the same type and amount of soil. She gives them the same amount of water. She puts one of these plants near a sunny window and the other in a dark room. This experiment tests how the plants respond to,"{'text': array(['light', 'air', 'water', 'soil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MSA_2012_5_31,Humans need food to grow and survive. Food that is not used immediately by the body for energy is,"{'text': array(['stored for future use', 'converted to water for energy',
       'used to remove wastes from cells',
       'transformed into oxygen for survival'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7210998,What structure surrounds the cell and regulates materials that enter and leave the cell?,"{'text': array(['nucleus', 'chloroplast', 'mitochondrion', 'cell membrane'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7085208,"In order for boulders to become sediments, the boulders must first be","{'text': array(['heated and melted.', 'weathered and eroded.', 'recrystallized.',
       'buried.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_LBS10067,During which stage of an insect's life cycle does the female lay eggs?,"{'text': array(['nymph', 'larva', 'pupa', 'adult'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7263340,"When a dog smells food and begins drooling, it is responding to an external stimulus. Which of these describes a response to an internal stimulus?","{'text': array(['A cat sees a mouse and crouches.',
       'A parrot hears a name and repeats it.',
       'A person eats spoiled food and vomits.',
       'A worm senses water and moves to the surface.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NAEP_2009_4_S11+16,Which is an example of melting?,"{'text': array(['Flowing water making a rock smooth',
       'A carrot becoming soft when cooked',
       'Sugar mixed into tea making the tea sweet',
       'Butter changing into liquid in a warm pan'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_405506,Students perform an investigation designed to measure the daily growth of a bean plant. Which should the students do every day of this investigation?,"{'text': array(['record data', 'form hypothesis', 'form conclusion',
       'define variables'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
TAKS_2009_5_5,Ice cream in a bowl changed from solid to liquid in a few minutes. Which of the following most likely caused this change?,"{'text': array(['Bacteria grew in the ice cream.',
       'Heat was added to the ice cream.',
       'Water evaporated from the ice cream.',
       'Frozen berries were sprinkled on the ice cream.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7043103,"The change in the use of one model of the solar system to the use of another model resulted in major changes in science and society. Which two scientists produced the earlier and later models, respectively?","{'text': array(['Hooke and Mendel', 'Newton and Galileo', 'Aristotle and Einstein',
       'Ptolemy and Copernicus'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_401407,An atom with a +1 charge has,"{'text': array(['lost a proton.', 'lost an electron.', 'gained a proton.',
       'gained an electron.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
NCEOGA_2013_5_12,Which is an example of a single-celled organism?,"{'text': array(['amoeba', 'insect', 'fish', 'worm'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7014298,"The Great Ocean Conveyer ocean current system runs north through the Atlantic from the equatorial region. If this current got disrupted, North American and European climates would become","{'text': array(['rainier.', 'colder.', 'windier.', 'more humid.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7109218,Which region of the Milky Way contains a population that consists mostly of old stars?,"{'text': array(['the halo', 'the spiral arms', 'the nuclear bulge',
       'the open clusters'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7069563,"When a switch to a ceiling fan is turned on, electrical energy is being transformed into","{'text': array(['atomic energy.', 'potential energy.', 'chemical energy.',
       'mechanical energy.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_186375,"An agricultural scientist, George Washington Carver, is most famous for his research on","{'text': array(['tobacco.', 'peanuts.', 'mold.', 'corn.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_401268,A student pours a clear liquid from a test tube into a beaker with a clear liquid already in it and notices that the mixture turns pink. The student infers the two clear liquids are different. This inference is a result of,"{'text': array(['class discussion.', 'previous knowledge.', 'temperature changes.',
       'student observations.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7250145,In what leaf structure is photosynthetic tissue found?,"{'text': array(['cuticle', 'upper epidermis', 'mesophyll', 'vascular bundle'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7269133,The crude oil extracted today was formed millions of years ago from the fossilized remains of algae and other tiny marine organisms. Most parts of the organisms decomposed soon after they died. Which biomolecules decomposed more slowly and became the basis of crude oil?,"{'text': array(['proteins', 'carbohydrates', 'fatty acids', 'nucleic acids'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2004_4_19,Temperatures below freezing are expected overnight. What might be done to protect plants growing outside?,"{'text': array(['trim the leaves', 'weed them', 'cover them',
       'give them plant food'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
